華語詞,序號,客語漢字,客語拼音,標籤,備註
六輕,0,六輕,liug2 kin24,,
六輕,1,六輕,liug2 kiang24,,
冷靜,0,冷靜,lang24 qin55,,
出土,0,出土,cud2 tu31,,
分佈,0,分布,fun24 bu55,,
分佈,1,分佈,fun24 bu55,,
分布,0,分布,fun24 bu55,,
刊物,0,刊物,kan24 vud5,,
前天,0,前日,qien11 ngid2,,
前提,0,先決條件,xien24 gied2 tiau11 kien55,,
前言,0,前言,qien11 ngien11,,
前述,0,前面講个,qien11 mien55 gong31 ge55,,
創新,0,創新,cong31 xin24,,
劇本,0,劇本,kiag2 bun31,,
助教,0,助教,cu55 gau55,,
助益,0,助益,cu55 id2,,
助益,1,幫助,bong24 cu55,,
勇敢,0,勇敢,iung31 gam31,,
動人,0,感動人,gam31 tung55 ngin11,,
動手,0,動手,tung24 su31,,
勝利,0,勝利,siin55 li55,,
勞資,0,勞資,lo11 zii24,,
化解,0,化解,fa55 gie31,,
匯率,0,匯率,fi55 lid5,,
區分,0,區分,ki24 fun24,,
十時,0,十點,siib5 diam31,,
十餘,0,十過,siib5 go55,,
協商,0,協商,hiab5 song24,,
協定,0,協定,hiab5 tin55,,
南方,0,南方,nam11 fong24,,
卡通,0,卡通,ka31 tung24,,
即日,0,今晡日,gim24 bun24 ngid2,,
參賽,0,參加比賽,cam24 ga24 bi31 soi55,,
參賽,1,參賽,cam24 soi55,,
友人,0,朋友,pen11 iu24,,
只得,0,淨做得,qiang55 zo55 ded2,,
召集人,0,召集人,seu55 xib5 ngin11,,
可望,0,有希望,iu24 hi24 mong55,,
台北縣,0,臺北縣,toi11 bed2 ien55,,
台灣省,0,臺灣省,toi11 van11 sen31,,
吃完,0,食忒,siid2 ted2,,
合唱團,0,合唱團,hab5 cong55 ton11,,
名為,0,名仔安到,miang11 e31 on24 do55,,
名為,1,名義上係,miang11 ngi55 song55 he55,,
名義,0,名義,miang11 ngi55,,
否定,0,否定,feu31 tin55,,
告知,0,告知,go55 di24,,
周遭,0,四圍,xi55 vi11,,
周遭,1,周圍,zu24 vi11,,
周邊,0,周邊,zu24 bien24,,
哎呀,0,哎呀,ngai55 nga31,,
哎呀,1,唉呀,ai31 nga31,,
唸書,0,唸書,ngiam55 su24,,
唸書,1,讀書,tug5 su24,,
問道,0,問道,mun55 to55,,
問道,1,問講,mun55 gong31,,
啤酒,0,麥酒,mag5 jiu31,,
善用,0,善用,san55 iung55,,
單親,0,單親,dan24 qin24,,
回合,0,回合,fi11 hab5,,
回應,0,回應,fi11 in55,,
回收,0,回收,fi11 su24,,
回歸,0,回歸,fi11 gui24,,
國土,0,國土,gued2 tu31,,
國宅,0,國民住宅,gued2 min11 cu55 ced5,,
國父,0,國父,gued2 fu55,,
國防部,0,國防部,gued2 fong11 pu55,,
圖形,0,圖形,tu11 hin11,,
圖案,0,圖案,tu11 on55,,
圖片,0,圖片,tu11 pien31,,
圖騰,0,圖騰,tu11 tin11,,
團員,0,團員,ton11 ien11,,
地價,0,地價,ti55 ga55,,
地址,0,地址,ti55 zii31,,
地帶,0,地帶,ti55 dai55,,
地方性,0,地方性,ti55 fong24 xin55,,
坦承,0,坦白承認,tan31 pag5 siin11 ngin55,,
坦承,1,坦承,tan31 siin11,,
埃及,0,埃及,oi24 kib5,,
執政黨,0,執政黨,ziib2 ziin55 dong31,,
執著,0,固執,gu55 ziib2,,
執著,1,執著,ziib2 zog2,,
培訓,0,培訓,pi11 hiun55,,
增強,0,增強,zen24 kiong11,,
壞人,0,壞人,fai31 ngin11,,
外人,0,外人,ngoi55 ngin11,,
外籍,0,外籍,ngoi55 xid5,,
多元,0,多元,do24 ngien11,,
夜間部,0,夜間部,ia55 gien24 pu55,,
夥伴,0,伴仔,pan24 e31,,
大叫,0,大叫,tai55 gieu55,,
大叫,1,大喊,tai55 hem24,,
大為,0,非常,fi24 song11,,
大象,0,大象,tai55 xiong55,,
太過,0,忒過,ted2 go55,,
失業,0,失業,siid2 ngiab5,,
奇蹟,0,奇蹟,ki11 jid2,,
好手,0,好手,ho31 su31,,
妥善,0,妥善,to11 san55,,
姿態,0,姿態,zii24 tai55,,
孟子,0,孟子,men55 zii31,,
學分,0,學分,hog5 fun24,,
學到,0,學著,hog5 do31,,
學歷,0,學歷,hog5 lid5,,
學術界,0,學術界,hog5 sud5 gie55,,
完畢,0,完畢,van11 bid2,,
完畢,1,結束,gied2 sug2,,
宗旨,0,宗旨,zung24 zii31,,
定居,0,定居,tin55 gi24,,
容納,0,容納,iung11 nab5,,
實務,0,實務,siid5 vu55,,
實務,1,實際操作,siid5 ji55 cau24 zog2,,
寧可,0,甘願,gam24 ngien55,,
寧靜,0,寧靜,nen11 qin55,,
寬頻,0,寬頻,kon24 pin11,,
寶寶,0,嬰兒仔,o24 nga55 e31,,
寺廟,0,寺廟,sii55 meu55,,
專科,0,專科,zon24 ko24,,
專線,0,專線,zon24 xien55,,
對應,0,對應,dui55 in55,,
對話,0,對話,dui55 fa55,,
小剛,0,小剛,seu31 gong24,,
尾巴,0,尾,mi24,,
島嶼,0,島,do31,,
島嶼,1,島嶼,do31 i31,,
工作室,0,工作室,gung24 zog2 siid2,,
工商,0,工商,gung24 song24,,
工地,0,工地,gung24 ti55,,
希臘,0,希臘,hi24 lab5,,
帝國,0,帝國,di55 gued2,,
師資,0,師資,sii24 zii24,,
帶到,0,帶到,dai55 do55,,
帶到,1,帶著,dai55 do31,,
帶回,0,帶轉,dai55 zon31,,
帶回,1,帶轉來,dai55 zon31 loi11,,
幅度,0,幅度,fug2 tu55,,
幅度,1,範圍,fam55 vi11,,
干擾,0,干擾,gon24 ieu31,,
干擾,1,影響,iang31 hiong31,,
幼兒,0,幼兒,iu55 i11,,
廢水,0,廢水,fi55 sui31,,
延續,0,延續,ien11 xiug5,,
建構,0,建構,gien55 gieu55,,
建物,0,建物,gien55 vud5,,
建物,1,建築,gien55 zug2,,
強勢,0,強勢,kiong11 sii55,,
彩券,0,彩券,cai31 kien31,,
影子,0,影仔,iang31 e31,,
從不,0,從毋,qiung11 m11,,
從不,1,從來毋,qiung11 loi11 m11,,
從中,0,對裡背,dui55 di24 boi55,,
從中,1,對裡背,di55 di24 boi55,,
心目中,0,心目中,xim24 mug5 zung24,,
心聲,0,心聲,xim24 sang24,,
必需,0,必需,bid2 xi24,,
悄悄,0,恬恬仔,diam24 diam24 e31,,
悲劇,0,悲劇,bi24 kiag2,,
情態,0,情態,qin11 tai55,,
情節,0,情節,qin11 jied2,,
情結,0,情結,qin11 gied2,,
想說,0,想說,xiong31 gong31,,
意味,0,表示,beu31 sii55,,
意味,1,趣味,qi55 mi55,,
愛滋病,0,愛滋病,oi55 zii24 piang55,,
成長率,0,成長率,siin11 zong31 lid5,,
戰後,0,戰後,zan55 heu55,,
所屬,0,所屬,so31 sug5,,
承擔,0,承擔,siin11 dam24,,
抓住,0,抓等,sa24 den31,,
抓住,1,抓著,sa24 do31,,
投機,0,投機,teu11 gi24,,
抽煙,0,食菸,siid5 ien24,,
抽煙,1,哺菸,bu11 ien24,,
抽煙,2,㗘菸,bog5 ien24,,
抽象,0,抽象,cu24 xiong55,,
拆除,0,拆除,cag2 cu11,,
拿來,0,拿來,na24 loi11,,
拿起,0,拿起,na24 hi31,,
指令,0,指令,zii31 lin55,,
指責,0,責備,jid2 pi55,,
捕捉,0,捕捉,pu55 zog2,,
排名,0,排名,pai11 miang11,,
接獲,0,接著,jiab2 do31,,
提早,0,提早,ti11 zo31,,
提案,0,提案,ti11 on55,,
搜尋,0,搜索,seu24 sog2,,
搜尋,1,搜尋,seu24 qim11,,
搭乘,0,搭乘,dab2 siin11,,
擊出,0,打出,da31 cud2,,
擊出,1,擊出,gid2 cud2,,
擴張,0,開廓,koi24 kog2,,
擴張,1,擴張,kong31 zong24,,
擺脫,0,撇開,pied2 koi24,,
攜帶,0,帶,dai55,,
攜帶,1,隨身帶,sui11 siin24 dai55,,
攤販,0,攤販,tan24 fan55,,
收費,0,收費,su24 fi55,,
敘述,0,敘述,xi55 sud5,,
敘述,1,描述,meu11 sud5,,
數百,0,幾下百,gi31 ha24 bag2,,
文大,0,文化大學,vun11 fa55 tai55 hog5,,
文教,0,文教,vun11 gau55,,
新生,0,新生,xin24 sen24,,
新聞局,0,新聞局,xin24 vun11 kiug5,,
新黨,0,新黨,xin24 dong31,,
施行,0,施行,sii24 hang11,,
施行,1,推行,tui24 hang11,,
既有,0,既有,gi55 iu24,,
日漸,0,一日一日漸漸仔,id2 ngid2 id2 ngid2 qiam55 qiam55 e31,,
早日,0,早日,zo31 ngid2,,
早日,1,早兜仔,zo31 deu24 e31,,
昔日,0,昔日,xid2 ngid2,,
昔日,1,頭擺,teu11 bai31,,
時段,0,時段,sii11 ton55,,
智財權,0,智慧財產權,zii55 fi55 coi11 san31 kien11,,
曲子,0,曲子,kiug2 zii31,,
最終,0,最終,zui55 zung24,,
最終,1,盡尾,qin55 mi24,,
有意思,0,有意思,iu24 i55 sii55,,
服用,0,服用,fug5 iung55,,
服飾,0,服飾,fug5 siid2,,
望遠鏡,0,望遠鏡,mong55 ien31 giang55,,
本報訊,0,本報訊,bun31 bo55 xin55,,
材質,0,材質,coi11 ziid2,,
材質,1,材質,cai11 ziid2,,
村民,0,村民,cun24 min11,,
東亞,0,東亞,dung24 a31,,
核准,0,核准,hed2 zun31,,
根源,0,根本,gin24 bun31,,
根源,1,根源,gin24 ngien11,,
格外,0,格外,gied2 ngoi55,,
格外,1,特別,tid5 pied5,,
條文,0,條文,tiau11 vun11,,
棒球,0,野球,ia24 kiu11,,
棒球,1,棒球,bong55 kiu11,,
椅子,0,凳仔,den55 e31,,
模特兒,0,模特兒,mu11 tid5 i11,,
樹木,0,樹仔,su55 e31,,
機制,0,機制,gi24 zii55,,
機率,0,機率,gi24 lid5,,
欠缺,0,缺少,kied2 seu31,,
歌手,0,歌手,go24 su31,,
歡樂,0,歡樂,fon24 log5,,
歹徒,0,歹徒,dai31 tu11,,
歹徒,1,壞人,fai31 ngin11,,
殺死,0,殺死,sad2 xi31,,
母語,0,母語,mu24 ngi24,,
每當,0,逐擺堵著,dag2 bai31 du11 do31,,
毒品,0,毒品,tug5 pin31,,
比方說,0,比論講,bi31 lun55 gong31,,
民生,0,民生,min11 sen24,,
氣勢,0,氣勢,hi55 sii55,,
水源,0,水源,sui31 ngien11,,
水質,0,水質,sui31 ziid2,,
永恆,0,永久,iun31 giu31,,
永恆,1,永恆,iun31 hen11,,
法案,0,法案,fab2 on55,,
流傳,0,流傳,liu11 con11,,
海域,0,海域,hoi31 ved2,,
海岸,0,海岸,hoi31 ngan55,,
海峽,0,海峽,hoi31 hiab5,,
海拔,0,海拔,hoi31 pad5,,
海軍,0,海軍,hoi31 giun24,,
消極,0,消極,seu24 kid5,,
淘汰,0,淘汰,to11 tai55,,
淡江,0,淡江,tam55 gong24,,
深度,0,深度,ciim24 tu55,,
深處,0,深處,ciim24 cu55,,
清晰,0,清晰,qin24 xid2,,
清晰,1,清楚,qin24 cu31,,
漁民,0,漁民,ng11 min11,,
潛能,0,潛能,xiam11 nen11,,
激動,0,激動,gid2 tung55,,
無意,0,毋堵好,m11 du31 ho31,,
無意,1,毋想,m11 xiong11,,
無意,2,無意,mo11 i55,,
無意,3,無意,vu11 i55,,
無窮,0,無窮,vu11 kiung11,,
無線電,0,無線電,vu11 xien55 tien55,,
無關,0,無相干,mo11 xiong24 gon24,,
無關,1,無關,mo11 gon24,,
無關,2,無關,vu11 gon24,,
營業額,0,營業額,in11 ngiab5 ngiag2,,
牛奶,0,牛乳,ngiu11 nen55,,
特點,0,特點,tid5 diam31,,
犀牛,0,犀牛,xi24 ngiu11,,
獨自,0,自家一儕,qid2 ga24 id2 sa11,,
王子,0,王子,vong11 zii31,,
現任,0,現任,hien55 im55,,
現狀,0,現狀,hien55 cong55,,
球隊,0,球隊,kiu11 cui55,,
甚至於,0,甚至於,siim31 zii55 i11,,
生命力,0,生命力,sen24 miang55 lid5,,
產量,0,產量,san31 liong55,,
用品,0,用品,iung55 pin31,,
田野,0,田野,tien11 ia24,,
男友,0,男朋友,nam11 pen11 iu24,,
男孩子,0,細倈仔,se55 lai55 e31,,
留學生,0,留學生,liu11 hog5 sen24,,
畢業生,0,畢業生,bid2 ngiab5 sen24,,
畫作,0,畫作,fa55 zog2,,
畫作,1,畫作,vag5 zog2,,
畫作,2,圖畫作品,tu11 fa55 zog2 pin31,,
畫作,3,圖畫作品,tu11 vag5 zog2 pin31,,
當代,0,當代,dong24 toi55,,
痕跡,0,痕跡,fin11 jiag2,,
瘋狂,0,癲狂,dien24 kong11,,
發掘,0,發現,fad2 hien55,,
發給,0,發分,fad2 bun24,,
盤勢,0,盤勢,pan11 sii55,,
目光,0,目光,mug2 gong24,,
相機,0,翕相機,hib2 xiong55 gi24,,
相當於,0,就係,qiu55 he55,,
相繼,0,相賽,xiong24 coi55,,
相繼,1,相繼,xiong24 gi55,,
省委,0,省委,sen31 vi24,,
省委,1,省委員,sen31 vi24 ien11,,
看好,0,看好,kon55 ho31,,
看待,0,對待,dui55 tai55,,
短暫,0,短暫,don31 qiam55,,
研究室,0,研究室,ngien24 giu55 siid2,,
神秘,0,神祕,siin11 bi55,,
秘密,0,祕密,bi55 med5,,
移動,0,移動,i11 tung55,,
種族,0,種族,zung31 cug5,,
立法,0,立法,lib5 fab2,,
立體,0,立體,lib5 ti31,,
竟是,0,竟是,gin55 sii55,,
竟是,1,竟然係,gin55 ien11 he55,,
笑話,0,笑話,seu55 fa55,,
第七,0,第七,ti55 qid2,,
第八,0,第八,ti55 bad2,,
筆記型,0,筆記型,bid2 gi55 hin11,,
答覆,0,答覆,dab2 fug2,,
範疇,0,範圍,fam55 vi11,,
簡介,0,簡介,gien31 gie55,,
簡化,0,簡化,gien31 fa55,,
粒子,0,粒子,liab5 zii31,,
精采,0,精采,jin24 cai31,,
素質,0,素質,su55 ziid2,,
細細,0,細細,se55 se55,,
細細,1,細細,xi55 xi55,,
細菌,0,細菌,se55 kiun11,,
終場,0,結束,gied2 sug2,,
絲毫,0,一息仔,id2 xid5 e31,,
絲毫,1,一滴仔,id2 did5 e31,,
綠色,0,綠色,liug5 sed2,,
緊緊,0,緪緪,hen11 hen11,,
線條,0,線條,xien55 tiau11,,
線路,0,線路,xien55 lu55,,
編列,0,編列,bien24 lied5,,
編目,0,編目,bien24 mug5,,
編目,1,編目,pien24 mug5,,
編目,2,編目,bien24 mug2,,
編目,3,編目,pien24 mug2,,
縮短,0,縮短,sog2 don31,,
縮短,1,縮短,sug2 don31,,
總裁,0,總裁,zung31 cai11,,
罹患,0,罹患,li11 fam55,,
羅馬,0,羅馬,lo11 ma24,,
美感,0,美感,mi24 gam31,,
羨慕,0,羨慕,xien55 mu55,,
老兵,0,老兵,lo31 bin24,,
老是,0,總係,zung31 he55,,
考慮到,0,考慮著,kau31 li55 do31,,
而後,0,然後,ien11 heu55,,
聯繫,0,聯絡,lien11 log5,,
聯繫,1,聯繫,lien11 hi24,,
聯誼會,0,聯誼會,lien11 ngi11 fi55,,
聯賽,0,聯賽,lien11 soi55,,
職位,0,職位,ziid2 vi55,,
職員,0,職員,ziid2 ien11,,
職棒,0,職業野球,ziid2 ngiab5 ia24 kiu11,,
職棒,1,職業棒球,ziid2 ngiab5 bong55 kiu11,,
聽見,0,聽著,tang24 do31,,
肌膚,0,皮膚,pi11 fu24,,
肌膚,1,肌膚,gi24 fu24,,
肢體,0,肢體,gi24 ti31,,
自有,0,自有,cii55 iu24,,
自由化,0,自由化,cii55 iu11 fa55,,
臺灣人,0,臺灣人,toi11 van11 ngin11,,
興起,0,發起,fad2 hi31,,
若要,0,若愛,na55 oi55,,
英代爾,0,英代爾,in24 toi55 ngi55,,
英代爾,1,英代爾,in24 toi55 ngi24,,
草原,0,草原,co31 ngien11,,
華盛頓,0,華盛頓,fa11 siin55 dun31,,
華視,0,華視,fa11 sii55,,
菲力,0,菲力,fi24 lid5,,
菲律賓,0,菲律賓,fi24 lid5 bin24,,
萬物,0,萬物,van55 vud5,,
蓬勃,0,旺盛,vong55 siin55,,
蓬勃,1,繁榮,fan11 iung11,,
蕭萬長,0,蕭萬長,seu24 van55 cong11,,
藝術品,0,藝術品,ngi55 sud5 pin31,,
衡量,0,考慮,kau31 li55,,
衡量,1,斟酌,ziim24 zog2,,
被害人,0,被害人,pi55 hoi55 ngin11,,
製造業,0,製造業,zii55 co55 ngiab5,,
西班牙,0,西班牙,xi24 ban24 nga11,,
西部,0,西部,xi24 pu55,,
要不然,0,係無,he55 mo11,,
規畫,0,規畫,gui24 vag5,,
規畫,1,規劃,gui24 vag5,,
觀光客,0,觀光客,gon24 gong24 hag2,,
訂單,0,定單,tin55 dan24,,
訂單,1,訂單,dang31 dan24,,
訊號,0,訊號,xin55 ho55,,
評鑑,0,評鑑,pin11 gam55,,
詞類,0,詞類,cii11 lui55,,
試圖,0,想愛,xiong31 oi55,,
語音,0,語音,ngi24 im24,,
說來,0,講來,gong31 loi11,,
說完,0,講煞,gong31 sod5,,
課業,0,課業,ko55 ngiab5,,
談話,0,談話,tam11 fa55,,
談話,1,講話,gong31 fa55,,
談談,0,講講啊,gong31 gong31 a31,,
諸多,0,當多,dong24 do24,,
議會,0,議會,ngi55 fi55,,
護照,0,護照,fu55 zeu55,,
變動,0,變動,bien55 tung55,,
變得,0,變到,bien55 do55,,
變數,0,變數,bien55 su55,,
變更,0,變更,bien55 gien24,,
變遷,0,變遷,bien55 qien24,,
賦予,0,賦予,fu55 i11,,
贊助,0,贊助,zan55 cu55,,
走勢,0,走勢,zeu31 sii55,,
走勢,1,發展方向,fad2 zan31 fong24 hiong55,,
車禍,0,車禍,ca24 fo55,,
較多,0,較多,ka55 do24,,
較多,1,較多,ha55 do24,,
輔仁,0,輔仁,pu31 in11,,
輸出,0,輸出,su24 cud2,,
農場,0,農場,nung11 cong11,,
返回,0,回轉,fi11 zon31,,
返回,1,轉去,zon31 hi55,,
返回,2,轉來,zon31 loi11,,
追蹤,0,追蹤,dui24 jiung24,,
追蹤,1,追蹤,zui24 jiung24,,
退出,0,退出,tui55 cud2,,
途中,0,途中,tu11 zung24,,
途中,1,路項,lu55 hong55,,
通路,0,通路,tung24 lu55,,
造形,0,造形,co55 hin11,,
連接詞,0,連接詞,lien11 jiab2 cii11,,
逮捕,0,捉著,zog2 do31,,
逮捕,1,逮捕,tai55 pu55,,
週期,0,週期,zu24 ki11,,
進出,0,進出,jin55 cud2,,
違規,0,違規,vi11 gui24,,
遠景,0,遠景,ien31 gin31,,
遭遇,0,遭遇,zo24 ngi55,,
部會,0,部會,pu55 fi55,,
鄧小平,0,鄧小平,ten55 seu31 pin11,,
醒來,0,醒來,xiang31 loi11,,
重建,0,重建,qiung11 gien55,,
重心,0,重心,cung55 xim24,,
金朋,0,金朋,gim24 pen11,,
金牌,0,金牌,gim24 pai11,,
釣魚台,0,釣魚臺,diau55 ng11 toi11,,
錄音帶,0,錄音帶,liug5 im24 dai55,,
錯過,0,錯過,co55 go55,,
鏡子,0,鏡仔,giang55 e31,,
長度,0,長度,cong11 tu55,,
長榮,0,長榮,cong11 iung11,,
長江,0,長江,cong11 gong24,,
長達,0,長達,cong11 tad5,,
開創,0,開創,koi24 cong31,,
開玩笑,0,開玩笑,koi24 nguan11 seu55,,
開玩笑,1,講笑,gong31 seu55,,
開設,0,設立,sad2 lib5,,
開設,1,開設,koi24 sad2,,
開辦,0,開辦,koi24 pan55,,
關切,0,注意,zu55 i55,,
關切,1,關心,guan24 xim24,,
阻止,0,阻止,zu31 zii31,,
阿姨,0,阿姨,a24 i11,,
阿拉伯,0,阿拉伯,a24 la24 bag2,,
附加,0,附加,fu55 ga24,,
限於,0,受限於,su55 han55 i11,,
院校,0,院校,ien55 gau31,,
陳達海,0,陳達海,ciin11 tad5 hoi31,,
陶瓷,0,缶仔,fi11 e31,,
陶瓷,1,陶瓷,to11 cii11,,
陷阱,0,陷阱,ham55 jiang31,,
隔間,0,間房,gien24 fong11,,
隔間,1,隔間,gag2 gien24,,
難題,0,難題,nan55 ti11,,
電動,0,電動,tien55 tung55,,
電梯,0,電梯,tien55 toi24,,
電視台,0,電視臺,tien55 sii55 toi11,,
電訊,0,電訊,tien55 xin55,,
靈活,0,靈活,lin11 fad5,,
靜靜,0,恬恬,diam24 diam24,,
靜靜,1,恬恬仔,diam24 diam24 e31,,
領隊,0,領隊,liang24 cui55,,
頭痛,0,頭那痛,teu11 na11 tung55,,
頻頻,0,緊,gin31,,
頻頻,1,輒輒,jiab5 jiab5,,
類別,0,類別,lui55 pied5,,
風潮,0,風潮,fung24 ceu11,,
首度,0,首度,su31 tu55,,
首度,1,第一擺,ti55 id2 bai31,,
首次,0,首次,su31 cii55,,
首次,1,第一到,ti55 id2 do55,,
首次,2,第一擺,ti55 id2 bai31,,
首都,0,首都,su31 du24,,
體質,0,體質,ti31 ziid2,,
高層,0,高層,go24 cen11,,
高等,0,高等,go24 den31,,
麵包,0,麵包,mien55 bau24,,
默默,0,恬恬仔,diam24 diam24 e31,,
黨營,0,政黨經營,ziin55 dong31 gin24 in11,,
一一,0,一一,id2 id2,,
一下,0,一下,id2 ha55,,
一再,0,一再,id2 zai55,,
一半,0,一半,id2 ban55,,
一帶,0,一帶,id2 dai55,,
一方面,0,一方面,id2 fong24 mien55,,
一旦,0,一旦,id2 dan31,,
一旦,1,假使,ga31 sii31,,
一時,0,一時,id2 sii11,,
一會兒,0,一下仔,id2 ha55 e31,,
一生,0,一生,id2 sen24,,
一致,0,共樣,kiung55 iong55,,
一般人,0,一般人,id2 ban24 ngin11,,
一路,0,一路,id2 lu55,,
一邊,0,一片,id2 pien31,,
一面,0,一面,id2 mien55,,
上市,0,上市,song24 sii55,,
上海,0,上海,song55 hoi31,,
上班,0,上班,song24 ban24,,
上述,0,上述,song55 sud5,,
上述,1,頭前講个,teu11 qien11 gong31 ge55,,
下列,0,下列,ha55 lied5,,
不再,0,不再,bud2 zai55,,
不可,0,不可,bud2 ko31,,
不可,1,做毋得,zo55 m11 ded2,,
不妨,0,做得,zo55 ded2,,
不少,0,不少,bud2 seu31,,
不已,0,不已,bud2 i24,,
不已,1,不已,bud2 i31,,
不幸,0,不幸,bud2 hen55,,
不得,0,做毋得,zo55 m11 ded2,,
不得不,0,定著愛,tin55 cog5 oi55,,
不必,0,毋使,m11 sii31,,
不斷,0,繼續無停,gi55 xiug5 mo11 tin11,,
不易,0,無簡單,mo11 gien31 dan24,,
不滿,0,不滿,bud2 man24,,
不禁,0,忍毋核,ngiun24 m11 hed5,,
不禁,1,無禁止,mo11 gim55 zii31,,
不良,0,不良,bud2 liong11,,
不良,1,毋好个,m11 ho31 ge55,,
不行,0,做毋得,zo55 m11 ded2,,
不錯,0,不錯,bud2 co55,,
不錯,1,毋會差,m11 voi55 ca24,,
並且,0,並且,bin55 qia31,,
中共,0,中共,zung24 kiung55,,
中國人,0,中國人,zung24 gued2 ngin11,,
中學,0,中學,zung24 hog5,,
中文,0,中文,zung24 vun11,,
中東,0,中東,zung24 dung24,,
中正,0,中正,zung24 ziin55,,
中油,0,中油,zung24 iu11,,
中研院,0,中研院,zung24 ngien24 ien55,,
中華,0,中華,zung24 fa11,,
中間,0,中間,zung24 gien24,,
主任,0,主任,zu31 im55,,
主力,0,主力,zu31 lid5,,
主導,0,主導,zu31 to24,,
主席,0,主席,zu31 xid5,,
主機,0,主機,zu31 gi24,,
主義,0,主義,zu31 ngi55,,
主辦,0,主辦,zu31 pan55,,
之下,0,之下,zii24 ha24,,
之中,0,之中,zii24 zung24,,
之中,1,當中,dong24 zung24,,
之中,2,裡肚,di24 du31,,
之內,0,裡肚,di24 du31,,
之外,0,之外,zii24 ngoi55,,
之所以,0,做麼个係,zo55 ma31 ge55 he55,,
予以,0,分佢,bun24 gi11,,
事先,0,事先,sii55 xien24,,
互動,0,互動,fu55 tung55,,
亞洲,0,亞洲,a31 zu24,,
交流,0,交流,gau24 liu11,,
交通,0,交通,gau24 tung24,,
人們,0,大家,tai55 ga24,,
人力,0,人力,ngin11 lid5,,
人家,0,人家,ngin11 ga24,,
人數,0,人數,ngin11 su55,,
人文,0,人文,ngin11 vun11,,
人權,0,人權,ngin11 kien11,,
人物,0,人物,ngin11 vud5,,
人群,0,人群,ngin11 kiun11,,
人際,0,人際,ngin11 ji55,,
人體,0,人體,ngin11 ti31,,
今後,0,從今以後,qiung11 gim24 i24 heu55,,
仍然,0,仍然,in11 ien11,,
仍然,1,還係,han11 he55,,
他人,0,他人,ta24 ngin11,,
付出,0,付出,fu55 cud2,,
以便,0,過方便,go55 fong24 pien55,,
以免,0,免得,mien24 ded2,,
以往,0,頭擺,teu11 bai31,,
以致,0,嗄變做,sa55 bien55 zo55,,
份子,0,份子,fun55 zii31,,
伊拉克,0,伊拉克,i24 la24 kied2,,
休閒,0,休閒,hiu24 han11,,
估計,0,推算,tui24 son55,,
伺服器,0,伺服器,sii55 fug5 hi55,,
位於,0,在,cai55,,
位於,1,在,coi24,,
位於,2,在,di55,,
住宅,0,住宅,cu55 ced5,,
作家,0,作家,zog2 ga24,,
作業,0,作業,zog2 ngiab5,,
作法,0,作法,zog2 fab2,,
作法,1,做法,zo55 fab2,,
作用,0,作用,zog2 iung55,,
來到,0,來到,loi11 do55,,
來自,0,來自,loi11 cii55,,
來賓,0,來賓,loi11 bin24,,
供應,0,供應,giung24 in55,,
依然,0,還係,han11 he55,,
便宜,0,便宜,pien11 ngi11,,
促使,0,分,bun24,,
保持,0,保持,bo31 cii11,,
保育,0,保育,bo31 iug2,,
保護區,0,保護區,bo31 fu55 ki24,,
修改,0,修改,xiu24 goi31,,
修正,0,修正,xiu24 ziin55,,
個別,0,個別,ge55 pied5,,
個性,0,個性,ge55 xin55,,
個案,0,個案,ge55 on55,,
倒是,0,顛倒,dien24 do55,,
倫敦,0,倫敦,lun11 dun24,,
假如,0,假使,ga31 sii31,,
偉大,0,偉大,vi24 tai55,,
做好,0,做好,zo55 ho31,,
做法,0,做法,zo55 fab2,,
做為,0,當做,dong24 zo55,,
傑出,0,傑出,kied5 cud2,,
價格,0,價數,ga55 sii55,,
儘量,0,儘量,qin31 liong55,,
優勢,0,優勢,iu24 sii55,,
允許,0,允許,iun31 hi31,,
充實,0,充實,cung24 siid5,,
充滿,0,充滿,cung24 man24,,
先進,0,先進,xien24 jin55,,
光碟,0,光碟,gong24 tiab5,,
內在,0,內在,nui55 cai55,,
內涵,0,內涵,nui55 ham11,,
全民,0,全民,qion11 min11,,
全球,0,全球,qion11 kiu11,,
兩岸,0,兩岸,liong31 ngan55,,
公主,0,公主,gung24 zu31,,
公共,0,公共,gung24 kiung55,,
公分,0,公分,gung24 fun24,,
公務員,0,公務員,gung24 vu55 ien11,,
公尺,0,公尺,gung24 cag2,,
公平,0,公平,gung24 pin11,,
公斤,0,公斤,gung24 gin24,,
公會,0,公會,gung24 fi55,,
公社,0,公社,gung24 sa55,,
公路,0,公路,gung24 lu55,,
公開,0,公開,gung24 koi24,,
公頃,0,公頃,gung24 kien31,,
共識,0,共樣个看法,kiung55 iong55 ge55 kon55 fab2,,
共識,1,共識,kiung55 siid2,,
其它,0,其它,ki11 ta24,,
其餘,0,其他,ki11 ta24,,
再度,0,再過,zai55 go55,,
